NUM,ITEM #,CATEGORY,DESCRIPTION,BRAND,PACK/SIZE
3283,192406,TUNA - WHITE (ALBACORE),SOLID WHITE TUNA,BUMBLE BEE,48/5 OZ
3285,300473,TUNA - WHITE (ALBACORE),CHUNK WHITE TUNA,BUMBLE BEE,24/5OZ
3287,111427,V-8 JUICE,JUICE V-8,CAMPBELLS,48/5.5Z
3289,254608,V-8 JUICE,JUICE V-8 LARGE,CAMPBELLS,12/46Z
3291,254825,V-8 JUICE,V-8 BERRY SPLASH,CAMPBELLS,8/64Z
3293,28580,VANILLA CAKE MIX,FRENCH VANILLA CAKE MIX,DUNCAN HNS,12/18oz
3295,350631,VEGETABLE OIL,VEGETABLE OIL PURE,WESSON,4/1 GAL
3297,351202,VEGETABLE OIL,VEGETABLE OIL,PARADE,12/24 OZ
3299,160433,VINAGRETTE,F.F.RASPBERRY VINAGRETTE,KRAFT,4/1 GAL
3301,550402,VINEGARS,CIDER VINEGAR,ADMIRATION,4/1 GAL
3303,550404,VINEGARS,RED VINEGAR,ADMIRATION,4/1 GAL
3305,550408,VINEGARS,RASPBERRY VINEGAR,ROLAND,12/1 LITRE
3307,550411,VINEGARS,RICE WINE VINEGAR PLASTIC,ROLAND,4/1GAL
3309,550416,VINEGARS,MALT VINEGAR,HEINZ,4/1GAL
3311,550418,VINEGARS,CIDER VINEGAR,HEINZ,4/1 GAL
3313,550423,VINEGARS,VINEGAR APPLE CIDER,HEINZ,12/32 OZ
3315,550431,VINEGARS,VINEGAR RED WINE,SASSO,12/17 OZ
3317,550502,VINEGARS,BALSAMIC VINEGAR,CAPATRITI,2/5 LITER
3319,551203,VINEGARS,SHERRY VINEGAR,ROLAND,12/25.4 OZ
3321,551208,VINEGARS,VINEGAR WHITE WINE,ROLAND,12/33.8 OZ
3323,551342,VINEGARS,BALSAMIC VINEGAR,PROGRESSO,12/12 OZ
3325,551521,VINEGARS,VINEGAR WINE,PROGRESSO,12/25 OZ
3327,552406,VINEGARS,CIDER VINEGAR,PARADE,24/16OZ
3329,342502,WALNUTS,WALNUT HALVES & PIECES,BAZZ/HEMIS,1/25 LB
3331,581201,WATER 1.5 LITRE,WATER POLAND SPRING,POLAND SP,12/1.5LIT
3333,581200,WATER 1/2 PINTS,** 8oz SPRING WATER***,POLAND SP,48/8oz
3335,580601,WATER GALLONS,SPRING WATER GALLONS,PACKER,6/1 GL
3337,581225,WATER GALLONS,WATER DISTILLED,PARADE,6/1.09GAL
3339,580214,WATER LITRE,1 LITER SPRING WATER,POLAND SP,18/1LITER
3341,581209,WATER LITRE,SPARKLING WATER,PERRIER,12/25oz
3343,581221,WATER LITRE,NATURAL WATER GLASS,SAN BENED,12/1 LITER
3345,583301,WATER LITRE,S.P. MINERAL WATER SPARK,SAN PELL,12/1 LTR
3347,580217,WATER PINTS & 1/2 LITRE,1/2 LTR PURIFIED WATER,NESTLE,24/16.9OZ
3349,581228,WATER PINTS & 1/2 LITRE,WATER SPARKLING GLASS SAN,SAN BENED,20/16OZ
3351,582401,WATER PINTS & 1/2 LITRE,WATER POLAND SPRING,POLAND SP,24/16.9Z
3353,582404,WATER PINTS & 1/2 LITRE,SPRING WATER,EVIAN,24/11 OZ
3355,582414,WATER PINTS & 1/2 LITRE,1/2 LTR PURIFIED WATER,NESTLE,24/16.9oz
3357,40451,WATER: MISC.,WATER GREEN PLANET,GREEN PLNT,24/500ML
3359,580213,WATER: MISC.,NESTLE 'PURE LIFE' WATER,PURE LIFE,48/8OZ
3361,580210,WATER: POLAND SPRING,WATER POLAND SPRING,POLAND SP,24/20OZ
3363,12226,WHITE CAKE MIXES,PARADE WHITE CK MIX,GT,12/18OZ
3365,121250,WHITE CAKE MIXES,ANGEL FOOD CAKE,DUNCAN,12/16OZ
3367,520612,WHOLE PEELED TOMATOES,WHOLE PLUM TOMATOES,ALTA CUCIN,6/#10
3369,520625,WHOLE PEELED TOMATOES,TOMATO WHOLE PEELED JUICE,RED PACK,6/#10
3371,520668,WHOLE PEELED TOMATOES,TOMATOES WHOLE PEELED,LAVALLE,6/10#
3373,521605,WHOLE PEELED TOMATOES,TOMATOES WHOLE PLUM,CARACUCINA,6/#10
3375,522509,WHOLE PEELED TOMATOES,TOMATO PEEL WHOLE CHOICE,FURMANO,6/#10
3377,1701,YELLOW CAKE MIX,YELLOW CAKE MIX,DUNCAN HIN,12/18 OZ
3379,1708,YELLOW CAKE MIX,WHITE CAKE MIX,PARADE,12/18 OZ
3381,12940,YELLOW CAKE MIX,MIX CAKE YELLOW,VIP,6/5 #
3383,250801,YOO HOO,YOO-HOO CHOC DRINK 8oz,YOO-HOO,32/6.5 OZ
3385,251501,YOO HOO,YOO-HOO CHOCOLATE DRNK,YOO-HOO,24/16oz
